"","PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Total_Spend","Transported"
"584","1205_01","Earth","False","F/231/S","TRAPPIST-1e",28,"False",0,0,260,1149,0,"Shard Antoshipson",1409,FALSE
"585","1207_01","Earth","False","G/185/S","TRAPPIST-1e",9,"False",0,0,0,0,0,"Gayla River",0,FALSE
"586","1207_02","Earth","False","G/185/S","55 Cancri e",1,"False",0,0,0,0,0,"Bettie River",0,FALSE
"587","1207_03","Earth","True","G/185/S","TRAPPIST-1e",1,"False",0,0,0,0,0,"Sus River",0,TRUE
"588","1207_04","Earth","False","E/86/S","TRAPPIST-1e",58,"False",0,5,0,0,2,"Willah River",7,FALSE
"589","1209_01","Europa","False","C/47/P","TRAPPIST-1e",59,"False",0,24,0,1824,1742,"Arraiam Aloquinght",3590,FALSE
"590","1209_02","Europa","False","C/47/P","TRAPPIST-1e",54,"",48,2650,0,424,1031,"Mimosam Aloquinght",4153,FALSE
"591","1217_01","Europa","False","D/41/S","55 Cancri e",8,"False",0,0,0,0,0,"Elebola Droning",0,TRUE
"592","1217_02","Europa","True","D/41/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Astrah Droning",0,TRUE
"593","1219_01","Europa","False","B/52/S","55 Cancri e",19,"False",0,498,0,10,2882,"Meram Meteet",3390,TRUE
"594","1219_02","Europa","True","B/52/S","55 Cancri e",23,"False",0,0,0,0,0,"Alasmon Meteet",0,TRUE
"595","1224_01","Mars","True","F/233/S","TRAPPIST-1e",47,"False",0,0,0,0,0,"Kink Chene",0,TRUE
"596","1224_02","Mars","False","D/42/S","TRAPPIST-1e",17,"False",0,583,2936,0,0,"Wat Chene",3519,FALSE
"597","1226_01","Mars","True","F/234/S","TRAPPIST-1e",33,"False",0,0,0,0,0,"Scers Flaie",0,TRUE
"598","1226_02","Mars","True","F/234/S","TRAPPIST-1e",43,"False",0,0,0,0,0,"Slose Flaie",0,TRUE
"599","1227_01","Europa","True","E/88/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Anchib Spedlybood",0,TRUE
"600","1237_01","Earth","False","F/247/P","TRAPPIST-1e",32,"False",0,0,777,1,0,"Briane Leeves",778,FALSE
"601","1241_01","Earth","False","F/248/P","TRAPPIST-1e",13,"False",539,101,0,0,41,"Troyce Kellson",681,FALSE
"602","1244_01","Mars","True","F/249/P","",18,"False",0,0,0,0,0,"Blues Shcad",0,TRUE
"603","1245_01","Earth","True","G/190/S","",16,"False",0,0,0,0,0,"Bobina Schmondez",0,TRUE
"604","1247_01","Mars","True","F/250/P","TRAPPIST-1e",6,"False",0,0,0,0,0,"Ses Conie",0,TRUE
"605","1249_01","Earth","False","F/251/P","TRAPPIST-1e",27,"False",0,610,0,948,0,"Briany Deckley",1558,FALSE
"606","1251_01","Mars","True","D/43/S","TRAPPIST-1e",29,"False",0,0,0,0,0,"Row Steen",0,TRUE
"607","1252_01","Earth","False","E/90/S","55 Cancri e",32,"False",0,0,8,1612,0,"Allara Loverceson",1620,FALSE
"608","1253_01","Earth","False","E/91/S","TRAPPIST-1e",23,"False",72,0,0,910,0,"Virgie Rushing",982,FALSE
"609","1257_01","Europa","True","C/51/S","TRAPPIST-1e",33,"False",0,0,0,0,0,"Thaldah Nairing",0,TRUE
"610","1257_02","Europa","True","C/51/S","TRAPPIST-1e",51,"False",0,0,0,0,0,"Atino Nairing",0,TRUE
"611","1257_03","Europa","False","C/51/S","TRAPPIST-1e",41,"False",0,297,8292,601,275,"Alraixa Nairing",9465,FALSE
"612","1257_04","Europa","False","C/51/S","TRAPPIST-1e",20,"False",0,2081,0,3,79,"Askedus Nairing",2163,TRUE
"613","1262_01","Earth","False","G/187/P","55 Cancri e",0,"False",0,0,0,0,0,"Johna Wilderssen",0,FALSE
"614","1262_02","Earth","False","F/252/P","55 Cancri e",13,"False",501,287,0,7,2,"Garlie Wilderssen",797,FALSE
"615","1265_01","Earth","True","G/188/P","TRAPPIST-1e",13,"False",0,0,0,0,0,"Dannie Fredersend",0,TRUE
"616","1266_01","Mars","False","F/245/S","TRAPPIST-1e",13,"False",1363,259,75,0,0,"Mins Prist",1697,FALSE
"617","1268_01","Mars","True","F/253/P","55 Cancri e",24,"False",0,0,0,0,0,"Chonts Backo",0,TRUE
"618","1270_01","Europa","False","B/54/S","55 Cancri e",27,"False",0,6860,1,131,27,"Majorab Platch",7019,FALSE
"619","1272_01","Earth","False","G/192/S","55 Cancri e",32,"False",1,0,0,636,172,"Shany Coopelandez",809,FALSE
"620","1275_01","Earth","False","F/255/P","TRAPPIST-1e",24,"False",3,53,4,0,656,"Carly Mirezavis",716,FALSE
"621","1276_01","Mars","False","E/93/S","TRAPPIST-1e",27,"False",0,0,0,0,0,"Toal Dutte",0,FALSE
"622","1277_01","Earth","False","F/256/P","TRAPPIST-1e",24,"False",673,0,65,0,0,"Juane Burnerez",738,FALSE
"623","1290_01","Mars","False","F/249/S","TRAPPIST-1e",34,"False",987,0,54,200,0,"Skunch Bush",1241,FALSE
"624","1296_01","Earth","False","F/262/P","PSO J318.5-22",26,"False",153,1,0,0,538,"Glasey Folemonley",692,FALSE
"625","1297_01","Earth","False","F/263/P","TRAPPIST-1e",22,"False",0,0,2438,22,26,"Mistie Langatein",2486,FALSE
"626","1298_01","Earth","False","G/196/S","TRAPPIST-1e",10,"False",0,0,0,0,0,"Julies Kenzierry",0,FALSE
"627","1301_01","Earth","False","G/197/S","",28,"False",124,328,423,17,36,"Lyde Logannon",928,FALSE
"628","1301_02","Earth","True","G/197/S","TRAPPIST-1e",5,"False",0,0,0,0,0,"Chael Logannon",0,TRUE
"629","1301_03","Earth","True","G/197/S","TRAPPIST-1e",27,"False",0,0,0,0,0,"Ronard Logannon",0,TRUE
"630","1303_01","Earth","False","F/252/S","TRAPPIST-1e",29,"False",0,0,430,6,0,"Nathy Howenters",436,FALSE
"631","1305_01","Earth","False","F/253/S","TRAPPIST-1e",17,"False",97,1882,7,0,32,"Erine Brooke",2018,FALSE
"632","1313_01","Earth","False","E/83/P","TRAPPIST-1e",18,"False",39,653,92,0,6,"Terrie Castannison",790,FALSE
"633","1314_01","Earth","False","F/254/S","PSO J318.5-22",35,"False",9,0,0,1446,0,"Bonyam Nichoan",1455,FALSE
"634","1315_01","Earth","False","G/198/S","TRAPPIST-1e",42,"False",99,806,0,0,2,"Thery Watsongley",907,FALSE
"635","1318_01","Mars","True","F/255/S","55 Cancri e",35,"False",0,0,0,0,0,"All Hotty",0,TRUE
"636","1319_01","Europa","False","A/11/P","TRAPPIST-1e",42,"False",13,2983,0,0,3311,"Polar Couseced",6307,FALSE
"637","1319_02","Europa","False","A/11/P","TRAPPIST-1e",33,"False",0,139,1,1707,341,"Geonon Couseced",2188,TRUE
"638","1320_01","Earth","True","G/195/P","PSO J318.5-22",20,"False",0,0,0,0,0,"Miken Brenney",0,TRUE
"639","1320_02","Earth","True","G/195/P","TRAPPIST-1e",2,"False",0,0,0,0,0,"Derine Brenney",0,TRUE
"640","1320_03","Earth","True","G/195/P","TRAPPIST-1e",2,"False",0,0,0,0,0,"Stenny Brenney",0,TRUE
"641","1321_01","Mars","True","E/96/S","TRAPPIST-1e",43,"False",0,0,0,0,0,"Rail Gine",0,TRUE
"642","1321_02","Mars","True","F/256/S","TRAPPIST-1e",10,"False",0,0,0,0,0,"Swal Gine",0,TRUE
"643","1321_03","Mars","False","F/256/S","TRAPPIST-1e",26,"False",2246,0,332,17,8,"Trise Gine",2603,FALSE
"644","1321_04","Mars","False","E/96/S","TRAPPIST-1e",42,"False",26,0,842,430,0,"Zelowl Gine",1298,FALSE
"645","1327_01","Earth","True","G/197/P","TRAPPIST-1e",24,"False",0,0,0,0,0,"Tin Browlerson",0,TRUE
"646","1329_01","Mars","False","F/268/P","TRAPPIST-1e",32,"False",1006,0,372,126,0,"Wer Emead",1504,FALSE
"647","1334_01","Earth","False","F/270/P","TRAPPIST-1e",23,"False",0,38,0,337,448,"Joanie Caineson",823,FALSE
"648","1338_01","Europa","True","C/51/P","55 Cancri e",27,"False",0,0,0,0,0,"Shamak Ineart",0,TRUE
"649","1338_02","Europa","True","C/51/P","TRAPPIST-1e",15,"False",0,0,0,0,0,"Proxima Ineart",0,TRUE
"650","1339_01","Earth","True","G/202/S","TRAPPIST-1e",15,"False",0,0,0,0,0,"Pristy Booness",0,TRUE
"651","1341_01","Earth","False","G/204/S","TRAPPIST-1e",27,"False",0,306,1,602,0,"Winia Brooke",909,FALSE
"652","1341_02","Earth","True","G/204/S","TRAPPIST-1e",15,"False",0,0,0,0,0,"Hery Brooke",0,TRUE
"653","1341_03","Earth","False","G/204/S","55 Cancri e",13,"False",0,474,0,0,0,"Janne Brooke",474,FALSE
"654","1343_01","Europa","False","A/12/P","TRAPPIST-1e",33,"False",3,977,0,1908,7557,"Kabiak Daterle",10445,FALSE
"655","1343_02","Europa","False","A/12/P","",47,"False",0,4192,888,901,2,"Furudah Daterle",5983,FALSE
"656","1343_03","Europa","False","A/12/P","55 Cancri e",27,"False",2201,461,0,251,159,"Winon Daterle",3072,TRUE
"657","1344_01","Earth","False","F/259/S","PSO J318.5-22",18,"False",34,0,0,1,611,"Elson Saley",646,FALSE
"658","1346_01","Earth","False","G/201/P","TRAPPIST-1e",10,"False",0,0,0,0,0,"Lillen Josesh",0,FALSE
"659","1349_01","Earth","True","G/205/S","TRAPPIST-1e",40,"False",0,0,0,0,0,"Naomie Lowelliott",0,TRUE
"660","1349_02","Earth","True","G/205/S","55 Cancri e",28,"False",0,0,0,0,0,"Toniel Lowelliott",0,TRUE
"661","1354_01","Mars","False","F/263/S","55 Cancri e",23,"False",1242,26,0,19,0,"Honjay Saste",1287,FALSE
"662","1354_02","Mars","False","E/99/S","TRAPPIST-1e",23,"False",0,0,0,0,0,"Beals Seen",0,FALSE
"663","1354_03","Mars","True","F/263/S","55 Cancri e",41,"False",0,0,0,0,0,"Ritars Seen",0,TRUE
"664","1354_04","Mars","False","D/47/S","TRAPPIST-1e",20,"False",89,0,2620,0,0,"Oatch Saste",2709,FALSE
"665","1354_05","Mars","True","F/263/S","TRAPPIST-1e",29,"False",0,0,0,0,0,"Clus Saste",0,TRUE
"666","1354_06","Mars","True","F/263/S","TRAPPIST-1e",17,"False",0,0,0,0,0,"Mose Seen",0,TRUE
"667","1354_07","Mars","False","F/263/S","TRAPPIST-1e",21,"False",23,0,1247,17,1,"Lakes Saste",1288,FALSE
"668","1358_01","Mars","True","F/273/P","TRAPPIST-1e",25,"False",0,0,0,0,0,"Kies Pate",0,TRUE
"669","1358_02","Mars","False","E/84/P","TRAPPIST-1e",25,"False",807,168,45,0,0,"Chid Pate",1020,FALSE
"670","1359_01","Earth","False","G/204/P","TRAPPIST-1e",28,"False",0,171,0,0,280,"Essara Mcfaddenson",451,FALSE
"671","1361_01","Mars","True","F/264/S","TRAPPIST-1e",24,"False",0,0,0,0,0,"Pus Sche",0,TRUE
"672","1361_02","Mars","False","E/101/S","TRAPPIST-1e",56,"False",936,0,363,0,0,"Herms Sche",1299,FALSE
"673","1363_01","Earth","False","G/205/P","TRAPPIST-1e",36,"False",63,556,0,192,0,"Garion Flowensley",811,FALSE
"674","1364_01","Earth","False","F/266/S","PSO J318.5-22",20,"False",1018,0,0,201,11,"Sandie Coxterez",1230,FALSE
"675","1364_02","Earth","False","F/266/S","TRAPPIST-1e",50,"False",90,681,10,0,22,"Kell Coxterez",803,FALSE
"676","1367_01","Earth","True","G/207/P","PSO J318.5-22",29,"False",0,0,0,0,0,"Joycey Rosalanenn",0,TRUE
"677","1369_01","Earth","False","F/274/P","TRAPPIST-1e",34,"False",10,900,0,23,0,"Gwenda Brownings",933,FALSE
"678","1369_02","Earth","True","G/209/P","PSO J318.5-22",40,"False",0,0,0,0,0,"Debony Ocherman",0,TRUE
"679","1369_03","Earth","False","G/209/P","TRAPPIST-1e",20,"False",0,1822,0,0,6,"",1828,FALSE
"680","1372_01","Earth","True","G/210/P","TRAPPIST-1e",36,"False",0,0,0,0,0,"Thery Cobson",0,TRUE
"681","1373_01","Earth","False","E/103/S","TRAPPIST-1e",25,"False",2,145,830,14,1,"Nelsie Woody",992,FALSE
"682","1374_01","Europa","True","B/59/S","55 Cancri e",25,"True",0,0,0,0,0,"Dhenah Beling",0,TRUE
"683","1388_01","Earth","True","G/211/S","PSO J318.5-22",17,"False",0,0,0,0,0,"Eddiey Boyersons",0,TRUE
"684","1392_01","Europa","False","B/46/P","TRAPPIST-1e",42,"False",0,2799,23,151,1260,"Menchah Horbox",4233,FALSE
"685","1394_01","Earth","True","G/213/S","PSO J318.5-22",47,"False",0,0,0,0,0,"Elson Gregordy",0,TRUE
"686","1396_01","Earth","False","F/277/P","TRAPPIST-1e",23,"",212,832,363,35,0,"Charry Mclarseney",1442,FALSE
"687","1405_01","Mars","False","E/87/P","TRAPPIST-1e",27,"False",133,0,1166,0,0,"Mites Sache",1299,FALSE
"688","1409_01","Mars","False","D/50/S","TRAPPIST-1e",39,"True",2012,38,1274,0,0,"Crick Soun",3324,FALSE
"689","1409_02","Mars","True","E/107/S","TRAPPIST-1e",43,"False",0,0,0,0,0,"Rosts Soun",0,TRUE
"690","1411_01","Earth","False","E/88/P","TRAPPIST-1e",23,"False",0,1589,0,0,50,"Allie Hammonton",1639,FALSE
"691","1418_01","Earth","False","F/281/P","TRAPPIST-1e",46,"False",0,550,346,6,0,"Lillia Georgasey",902,FALSE
"692","1422_01","Europa","True","A/15/S","55 Cancri e",31,"False",0,0,0,0,0,"Naslon Qualelfic",0,TRUE
"693","1422_02","Europa","False","A/15/S","TRAPPIST-1e",37,"False",45,17,213,3183,161,"Tabdhib Qualelfic",3619,FALSE
"694","1422_03","Europa","False","A/15/S","55 Cancri e",48,"False",58,105,0,7536,103,"Grasath Qualelfic",7802,FALSE
"695","1429_01","Mars","False","F/276/S","TRAPPIST-1e",28,"False",300,0,741,0,0,"Flynx Frasp",1041,FALSE
"696","1432_01","Mars","False","F/277/S","TRAPPIST-1e",38,"False",473,0,871,2,0,"Mars Graie",1346,FALSE
"697","1432_02","Mars","False","D/51/S","TRAPPIST-1e",31,"False",2565,9,4,0,0,"Chees Graie",2578,FALSE
"698","1436_01","Earth","False","F/278/S","TRAPPIST-1e",35,"False",18,4,926,0,0,"Coren Yatters",948,FALSE
"699","1437_01","Earth","False","G/224/P","PSO J318.5-22",28,"False",0,0,0,422,351,"Alfrey Hodes",773,FALSE
"700","1441_01","Earth","False","F/284/P","TRAPPIST-1e",29,"False",34,260,24,485,0,"",803,FALSE
"701","1446_01","Earth","False","G/226/P","TRAPPIST-1e",19,"False",0,174,0,490,10,"Lanedy Prickmantes",674,FALSE
"702","1448_01","Earth","False","G/228/P","TRAPPIST-1e",27,"False",20,571,0,36,0,"Mabley Yorkland",627,FALSE
"703","1449_01","Mars","False","E/90/P","TRAPPIST-1e",44,"False",1042,0,5,1,0,"Forms Shbre",1048,FALSE
"704","1456_01","Earth","False","G/222/S","TRAPPIST-1e",59,"False",1,1,0,771,0,"Deanne Cardsay",773,FALSE
"705","1459_01","Earth","False","F/281/S","55 Cancri e",23,"False",183,36,0,0,419,"Brada Acobsond",638,FALSE
"706","1464_01","Earth","False","G/232/P","PSO J318.5-22",48,"False",2,0,0,783,0,"Aliedy Combson",785,FALSE
"707","1466_01","Earth","True","G/225/S","TRAPPIST-1e",49,"False",0,0,0,0,0,"Doryn Raney",0,TRUE
"708","1468_01","Earth","False","G/234/P","TRAPPIST-1e",15,"False",0,628,0,0,0,"Karia Nasquez",628,FALSE
"709","1469_01","Mars","False","F/283/S","TRAPPIST-1e",30,"False",799,0,98,40,661,"Fal Chité",1598,FALSE
"710","1469_02","Mars","False","F/283/S","TRAPPIST-1e",20,"False",679,35,1090,50,0,"Flys Chité",1854,FALSE
"711","1470_01","Earth","True","G/235/P","TRAPPIST-1e",20,"False",0,0,0,0,0,"Julin Rasmussony",0,TRUE
"712","1471_01","Earth","False","G/226/S","",6,"False",0,0,0,0,0,"Reneen Morez",0,FALSE
"713","1471_02","","True","G/226/S","TRAPPIST-1e",1,"False",0,0,0,0,0,"Weney Morez",0,TRUE
"714","1471_03","Earth","False","","TRAPPIST-1e",1,"False",0,0,0,0,0,"Erina Bradamss",0,FALSE
"715","1471_04","Earth","False","G/226/S","TRAPPIST-1e",2,"False",0,0,0,0,0,"Kaye Bradamss",0,FALSE
"716","1471_05","Earth","True","G/226/S","TRAPPIST-1e",8,"False",0,0,0,0,0,"Kentha Morez",0,TRUE
"717","1472_01","Earth","True","G/236/P","PSO J318.5-22",29,"False",0,0,0,0,0,"Kimena Dillips",0,TRUE
"718","1473_01","Earth","False","F/286/P","TRAPPIST-1e",43,"False",41,0,0,0,570,"Cline Valezaley",611,FALSE
"719","1473_02","Earth","False","G/237/P","TRAPPIST-1e",73,"False",5,0,0,568,55,"Jarena Valezaley",628,FALSE
"720","1475_01","Earth","False","F/288/P","TRAPPIST-1e",48,"False",0,2,774,0,95,"Thel Ramoran",871,FALSE
"721","1476_01","Earth","False","G/227/S","55 Cancri e",24,"False",515,16,0,76,106,"Heremy Cleachrand",713,FALSE
"722","1477_01","Europa","False","B/48/P","TRAPPIST-1e",20,"False",987,3691,0,0,796,"Tarf Preeldy",5474,FALSE
"723","1477_02","Europa","False","B/48/P","TRAPPIST-1e",17,"False",1,1598,0,7498,0,"Shabih Preeldy",9097,FALSE
"724","1480_01","Earth","True","G/238/P","TRAPPIST-1e",42,"False",0,0,0,0,0,"Melia Dicksons",0,TRUE
"725","1482_01","Mars","True","F/284/S","TRAPPIST-1e",22,"False",0,0,0,0,0,"Prish Bancy",0,TRUE
"726","1483_01","Earth","False","E/92/P","PSO J318.5-22",54,"False",240,0,629,0,0,"Aude Brownson",869,FALSE
"727","1486_01","Earth","True","G/228/S","TRAPPIST-1e",41,"False",0,0,0,0,0,"Randa Tuckers",0,TRUE
"728","1487_01","Earth","True","G/239/P","PSO J318.5-22",0,"False",0,0,0,0,0,"Shally Knoxtones",0,TRUE
"729","1487_02","Earth","False","G/239/P","TRAPPIST-1e",20,"False",0,619,165,0,0,"Katiey Knoxtones",784,FALSE
"730","1492_01","Europa","False","C/57/S","55 Cancri e",54,"False",1,695,0,522,7382,"Zedasim Aneetle",8600,FALSE
"731","1492_02","Europa","False","C/57/S","55 Cancri e",73,"False",22,30,0,1616,103,"Algrafi Aneetle",1771,TRUE
"732","1494_01","Earth","False","F/286/S","55 Cancri e",17,"False",583,1,0,0,6,"Eilace Leblanchez",590,FALSE
"733","1495_01","Earth","False","","TRAPPIST-1e",21,"False",0,0,18,758,0,"Wenise Dukertyler",776,FALSE
"734","1495_02","Earth","True","G/241/P","55 Cancri e",60,"False",0,0,0,0,0,"Elancy Dukertyler",0,TRUE
"735","1496_01","Earth","True","G/242/P","TRAPPIST-1e",50,"False",0,0,0,0,0,"Estine Scottney",0,TRUE
"736","1497_01","Mars","True","F/294/P","TRAPPIST-1e",17,"False",0,0,0,0,0,"Chios Chmad",0,TRUE
"737","1497_02","Mars","True","F/294/P","TRAPPIST-1e",18,"False",0,0,0,0,0,"Pil Chmad",0,TRUE
"738","1502_01","","False","C/54/P","55 Cancri e",25,"False",0,170,1,601,7470,"Acraban Foraud",8242,FALSE
"739","1502_02","Europa","False","C/54/P","55 Cancri e",57,"True",1,3637,0,3,0,"Avitons Donotaked",3641,FALSE
"740","1502_03","Europa","True","C/54/P","55 Cancri e",46,"False",0,0,0,0,0,"Sarid Foraud",0,TRUE
"741","1502_04","Europa","True","C/54/P","TRAPPIST-1e",71,"False",0,0,0,0,0,"Hadaton Donotaked",0,TRUE
"742","1504_01","Earth","False","F/296/P","TRAPPIST-1e",21,"False",3,5,3,699,0,"Glene Bailes",710,FALSE
"743","1505_01","Mars","False","F/297/P","TRAPPIST-1e",38,"False",316,0,36,920,0,"Guanch Upead",1272,FALSE
"744","1508_01","Earth","False","F/290/S","TRAPPIST-1e",23,"False",8,0,0,671,12,"Hary Warrison",691,FALSE
"745","1512_01","Mars","False","F/292/S","TRAPPIST-1e",24,"False",16,15,1277,452,0,"Corsh Wees",1760,FALSE
"746","1513_01","Earth","True","G/232/S","PSO J318.5-22",25,"False",0,0,0,0,0,"Annya Benney",0,TRUE
"747","1514_01","Earth","True","G/233/S","PSO J318.5-22",35,"False",0,0,0,0,0,"Jodye Daughttley",0,TRUE
"748","1516_01","Earth","False","G/234/S","PSO J318.5-22",21,"False",0,40,610,7,47,"Tera Patteraley",704,FALSE
"749","1517_01","Earth","False","F/294/S","TRAPPIST-1e",22,"False",628,212,0,0,63,"Hanne Coopers",903,FALSE
"750","1518_01","Europa","False","B/49/P","55 Cancri e",60,"False",0,63,0,0,5824,"Ainoxa Conale",5887,FALSE
"751","1518_02","Europa","False","B/49/P","TRAPPIST-1e",29,"False",0,3577,216,723,2188,"Chamark Conale",6704,FALSE
"752","1519_01","Earth","False","E/112/S","TRAPPIST-1e",49,"False",674,22,301,0,0,"Shanya Byerton",997,FALSE
"753","1522_01","Mars","True","F/296/S","TRAPPIST-1e",27,"False",0,0,0,0,0,"Prabon Bancy",0,TRUE
"754","1530_01","Earth","False","F/301/P","TRAPPIST-1e",23,"False",1,0,2521,0,59,"Doryn Frederry",2581,FALSE
"755","1534_01","Mars","","E/113/S","TRAPPIST-1e",23,"False",1556,0,31,0,0,"Ponts Monie",1587,FALSE
"756","1534_02","Mars","","D/55/S","TRAPPIST-1e",33,"False",3303,0,40,1,0,"Krunch Rasty",3344,FALSE
"757","1535_01","Earth","False","F/302/P","PSO J318.5-22",35,"False",0,422,0,0,2735,"",3157,FALSE
"758","1537_01","Europa","False","B/66/S","TRAPPIST-1e",27,"False",0,5113,0,0,7,"Alik Speedgear",5120,FALSE
"759","1538_01","Mars","False","F/303/P","TRAPPIST-1e",44,"False",1692,0,52,0,7,"Berk Anate",1751,FALSE
"760","1538_02","Mars","False","D/51/P","55 Cancri e",18,"False",1106,0,74,0,0,"Douse Anate",1180,FALSE
"761","1546_01","Earth","True","G/238/S","55 Cancri e",31,"False",0,0,0,0,0,"Joanie Solinez",0,TRUE
"762","1549_01","","False","G/239/S","TRAPPIST-1e",21,"False",86,2209,994,535,142,"Andine Romez",3966,FALSE
"763","1553_01","Mars","True","F/302/S","TRAPPIST-1e",27,"False",0,0,0,0,0,"Pros Hacle",0,TRUE
"764","1553_02","","False","F/302/S","TRAPPIST-1e",36,"False",1093,0,1566,0,0,"Golos Hacle",2659,FALSE
"765","1554_01","Earth","True","G/246/P","PSO J318.5-22",33,"False",0,0,0,0,0,"Rica Reenez",0,TRUE
"766","1554_02","Earth","False","F/304/P","TRAPPIST-1e",30,"False",0,0,704,0,0,"Robyna Reenez",704,FALSE
"767","1556_01","Earth","True","G/241/S","TRAPPIST-1e",29,"False",0,0,0,0,0,"Tonnie Sosalinson",0,TRUE
"768","1557_01","Europa","False","B/67/S","55 Cancri e",32,"False",0,10711,0,189,20,"Hadalm Imparmle",10920,FALSE
"769","1559_01","Europa","True","B/51/P","55 Cancri e",31,"False",0,0,0,0,0,"Alraion Assefle",0,TRUE
"770","1559_02","Europa","True","B/51/P","TRAPPIST-1e",27,"False",0,0,0,0,0,"Suhaion Cluide",0,TRUE
"771","1563_01","Europa","True","B/68/S","55 Cancri e",25,"False",0,0,0,0,0,"Acraban Inkcablel",0,TRUE
"772","1566_01","Europa","True","B/52/P","55 Cancri e",38,"False",0,0,0,0,0,"Props Sloweber",0,TRUE
"773","1570_01","Earth","False","F/305/S","TRAPPIST-1e",47,"False",0,0,0,672,89,"Andona Gilleranks",761,FALSE
"774","1571_01","Earth","False","G/243/S","TRAPPIST-1e",24,"False",224,0,585,0,0,"Carly Hermane",809,FALSE
"775","1574_01","Earth","True","G/244/S","TRAPPIST-1e",46,"False",0,0,0,0,0,"Weslie Cartz",0,TRUE
"776","1575_01","Earth","True","G/245/S","TRAPPIST-1e",16,"False",0,0,0,0,0,"Cinda Midtt",0,TRUE
"777","1582_01","Earth","False","F/313/P","TRAPPIST-1e",30,"",0,691,378,17,0,"Estina Bailes",1086,FALSE
"778","1582_02","Earth","False","G/250/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Juane Bailes",0,FALSE
"779","1583_01","Mars","True","F/306/S","TRAPPIST-1e",60,"False",0,0,0,0,0,"Gut Sam",0,TRUE
"780","1586_01","Europa","False","C/59/S","TRAPPIST-1e",50,"False",6,864,0,12,3877,"Aldeba Brakeng",4759,FALSE
"781","1587_01","Earth","True","G/247/S","PSO J318.5-22",37,"False",0,0,0,0,0,"Tanley Reynoldez",0,TRUE
"782","1587_02","Earth","True","G/247/S","55 Cancri e",27,"False",0,0,0,0,0,"Billey Reynoldez",0,TRUE
"783","1589_01","Mars","False","F/315/P","TRAPPIST-1e",29,"False",633,0,584,0,0,"Eaturs Floaf",1217,FALSE
"784","1591_01","Europa","False","B/69/S","TRAPPIST-1e",27,"False",172,1,0,8999,20,"Medi Curewhead",9192,FALSE
"785","1591_02","Europa","False","B/69/S","TRAPPIST-1e",22,"False",0,6158,0,122,578,"Bellum Curewhead",6858,FALSE
"786","1598_01","Mars","False","F/316/P","TRAPPIST-1e",27,"False",201,1276,1121,0,0,"Railes Banie",2598,FALSE
"787","1598_02","Mars","False","E/100/P","TRAPPIST-1e",27,"False",1507,0,8017,0,0,"Jumars Banie",9524,FALSE
"788","1600_01","Earth","False","E/115/S","TRAPPIST-1e",14,"False",98,0,0,251,442,"Toddie Starkers",791,FALSE
"789","1605_01","Earth","False","F/318/P","TRAPPIST-1e",27,"False",0,0,406,298,12,"Mollen Lewintos",716,FALSE
"790","1607_01","Earth","True","G/258/P","PSO J318.5-22",20,"False",0,0,0,0,0,"Karia Moodsey",0,TRUE
"791","1609_01","Mars","False","E/117/S","TRAPPIST-1e",19,"False",1022,0,0,0,0,"Guakes Shake",1022,FALSE
"792","1610_01","Mars","False","D/52/P","55 Cancri e",14,"False",110,0,2768,68,135,"Allots Casty",3081,FALSE
"793","1616_01","Earth","True","G/260/P","",69,"False",0,0,0,0,0,"Inette Mckinsond",0,TRUE
"794","1618_01","Europa","False","C/61/S","TRAPPIST-1e",26,"False",0,0,0,886,14268,"Genifi Camaxler",15154,FALSE
"795","1620_01","Europa","False","B/70/S","55 Cancri e",25,"",0,1105,0,1632,8003,"Bram Unciate",10740,FALSE
"796","1623_01","Mars","False","D/58/S","",36,"",17,0,571,3,591,"Razzle Dun",1182,FALSE
"797","1627_01","Earth","True","G/251/S","TRAPPIST-1e",34,"False",0,0,0,0,0,"Doray Fryersonis",0,TRUE
"798","1629_01","Europa","False","B/72/S","TRAPPIST-1e",4,"False",0,0,0,0,0,"Genubih Unicting",0,TRUE
"799","1629_02","Europa","False","B/72/S","TRAPPIST-1e",1,"False",0,0,0,0,0,"Weznif Ineysive",0,TRUE
"800","1629_03","Europa","True","B/72/S","TRAPPIST-1e",24,"False",0,0,0,0,0,"",0,TRUE
"801","1629_04","Europa","","B/72/S","TRAPPIST-1e",21,"False",0,0,0,0,0,"Mizaron Ineysive",0,TRUE
"802","1629_05","Europa","True","B/72/S","TRAPPIST-1e",25,"False",0,0,0,0,0,"Alballa Ineysive",0,TRUE
"803","1629_06","Europa","True","B/72/S","55 Cancri e",44,"False",0,0,0,0,0,"Hekaton Ineysive",0,TRUE
"804","1639_01","Earth","False","G/256/S","TRAPPIST-1e",22,"False",0,6,21,1038,692,"",1757,FALSE
"805","1641_01","Mars","True","F/326/P","TRAPPIST-1e",64,"False",0,0,0,0,0,"Laptin Parté",0,TRUE
"806","1642_01","Europa","False","E/102/P","TRAPPIST-1e",32,"False",6,2902,0,2818,108,"Kajamak Bagint",5834,FALSE
